,Usia,Gender,Gaji,Jumlah-Anak
2522,41,P,3-5jt,1
2523,45,P,1-3jt,4
2524,43,P,3-5jt,0
2525,42,P,3-5jt,3
2526,40,P,3-5jt,6
2527,58,P,3-5jt,4
2528,45,L,3-5jt,1
2529,51,L,1-3jt,6
2530,30,P,1-3jt,1
2531,57,P,5-10jt,4
2532,48,L,3-5jt,1
2533,48,L,5-10jt,1
2534,58,P,5-10jt,0
2535,35,P,1-3jt,2
2536,19,P,5-10jt,3
2537,55,L,3-5jt,5
2538,43,L,3-5jt,1
2539,54,P,1-3jt,0
2540,49,L,1-3jt,5
2541,23,P,1-3jt,5
2542,34,L,1-3jt,4
2543,26,P,5-10jt,3
2544,31,L,1-3jt,4
2545,27,L,5-10jt,2
2546,60,P,3-5jt,1
2547,53,L,1-3jt,5
2548,32,L,3-5jt,4
2549,40,L,5-10jt,3
2550,36,P,3-5jt,0
2551,59,L,5-10jt,3
2552,24,L,5-10jt,4
2553,23,P,5-10jt,6
2554,49,P,5-10jt,2
2555,36,P,5-10jt,6
2556,42,L,5-10jt,6
2557,38,P,3-5jt,3
2558,38,L,5-10jt,3
2559,32,P,5-10jt,4
2560,40,L,3-5jt,6
2561,25,P,3-5jt,4
2562,57,L,1-3jt,2
2563,40,L,3-5jt,0
2564,46,L,1-3jt,6
2565,40,P,5-10jt,0
2566,47,P,3-5jt,4
2567,40,P,1-3jt,4
2568,53,P,5-10jt,3
2569,35,P,3-5jt,4
2570,23,P,3-5jt,1
2571,34,L,3-5jt,5
2572,52,P,3-5jt,1
2573,46,P,5-10jt,4
2574,56,L,1-3jt,3
2575,22,P,5-10jt,4
2576,56,L,5-10jt,4
2577,30,P,5-10jt,5
2578,22,P,5-10jt,4
2579,53,P,5-10jt,2
2580,31,P,3-5jt,3
2581,22,L,5-10jt,0
2582,49,P,5-10jt,2
2583,38,P,1-3jt,2
2584,56,L,5-10jt,0
2585,35,L,1-3jt,1
2586,53,P,1-3jt,2
2587,27,P,1-3jt,3
2588,52,L,1-3jt,2
2589,55,L,5-10jt,2
2590,42,L,3-5jt,5
2591,47,L,5-10jt,3
2592,36,L,1-3jt,5
2593,47,P,5-10jt,3
2594,54,P,3-5jt,3
2595,56,L,1-3jt,3
2596,19,L,1-3jt,5
2597,54,P,5-10jt,0
2598,54,L,3-5jt,1
2599,47,L,5-10jt,6
2600,31,P,5-10jt,1
2601,54,P,1-3jt,0
2602,20,L,5-10jt,2
2603,26,L,3-5jt,1
2604,58,L,3-5jt,6
2605,56,P,5-10jt,6
2606,37,L,1-3jt,5
2607,59,L,3-5jt,5
2608,50,P,3-5jt,5
2609,48,L,3-5jt,4
2610,58,L,3-5jt,0
2611,49,L,1-3jt,4
2612,52,L,1-3jt,3
2613,59,L,3-5jt,1
2614,53,L,3-5jt,0
2615,37,P,1-3jt,2
2616,19,P,3-5jt,0
2617,53,L,5-10jt,5
2618,23,L,3-5jt,2
2619,58,P,3-5jt,1
2620,33,P,5-10jt,0
2621,60,P,1-3jt,2
2622,27,P,5-10jt,4
2623,41,P,3-5jt,3
2624,17,L,5-10jt,4
2625,30,L,5-10jt,1
2626,58,L,1-3jt,2
2627,28,P,1-3jt,0
2628,23,P,3-5jt,1
2629,22,P,3-5jt,2
2630,38,L,5-10jt,4
2631,23,L,5-10jt,6
2632,23,L,1-3jt,6
2633,32,P,5-10jt,0
2634,58,P,5-10jt,5
2635,60,P,1-3jt,6
2636,46,P,3-5jt,3
2637,60,P,5-10jt,2
2638,52,L,5-10jt,2
2639,39,P,3-5jt,4
2640,54,L,1-3jt,4
2641,19,P,5-10jt,1
2642,18,L,5-10jt,1
2643,18,L,1-3jt,1
2644,56,P,3-5jt,6
2645,37,P,5-10jt,2
2646,58,P,5-10jt,2
2647,39,L,3-5jt,6
2648,50,P,5-10jt,6
2649,43,L,5-10jt,0
2650,20,L,3-5jt,4
2651,29,L,1-3jt,1
2652,32,L,3-5jt,0
2653,18,P,1-3jt,1
2654,29,P,3-5jt,6
2655,50,P,5-10jt,1
2656,29,P,3-5jt,6
2657,24,P,3-5jt,2
2658,43,P,1-3jt,4
2659,56,L,1-3jt,2
2660,53,P,3-5jt,3
2661,27,P,5-10jt,6
2662,50,P,5-10jt,1
2663,58,L,3-5jt,0
2664,38,P,3-5jt,4
2665,43,P,3-5jt,5
2666,31,P,1-3jt,1
2667,31,L,3-5jt,6
2668,42,P,1-3jt,5
2669,30,P,1-3jt,3
2670,49,P,5-10jt,5
2671,37,L,5-10jt,6
2672,49,L,3-5jt,6
2673,48,L,3-5jt,3
2674,21,P,3-5jt,4
2675,50,P,5-10jt,3
2676,47,L,5-10jt,2
2677,51,P,3-5jt,1
2678,26,L,3-5jt,6
2679,28,L,1-3jt,4
2680,40,L,5-10jt,2
2681,51,L,1-3jt,3
2682,37,L,3-5jt,6
2683,20,L,3-5jt,4
2684,45,L,1-3jt,1
2685,41,L,5-10jt,6
2686,38,L,1-3jt,1
2687,58,P,1-3jt,6
2688,21,P,3-5jt,0
2689,49,L,5-10jt,5
2690,18,L,1-3jt,0
2691,30,L,1-3jt,4
2692,44,L,5-10jt,0
2693,58,P,5-10jt,4
2694,50,P,1-3jt,3
2695,28,L,1-3jt,1
2696,38,P,5-10jt,4
2697,21,P,3-5jt,0
2698,37,P,1-3jt,0
2699,30,L,3-5jt,1
2700,42,L,1-3jt,4
2701,50,P,5-10jt,6
2702,59,L,3-5jt,2
2703,23,L,3-5jt,5
2704,55,P,3-5jt,4
2705,52,L,3-5jt,1
2706,25,P,3-5jt,6
2707,24,P,1-3jt,5
2708,45,L,5-10jt,1
2709,56,P,1-3jt,2
2710,48,L,1-3jt,6
2711,19,P,5-10jt,1
2712,25,P,3-5jt,0
2713,39,P,3-5jt,0
2714,50,P,5-10jt,3
2715,23,P,3-5jt,2
2716,52,P,3-5jt,6
2717,23,L,3-5jt,1
2718,53,L,3-5jt,2
2719,37,P,3-5jt,1
2720,17,L,1-3jt,1
2721,33,P,3-5jt,2
2722,26,L,5-10jt,4
2723,25,P,3-5jt,1
2724,45,P,3-5jt,2
2725,33,L,5-10jt,1
2726,21,P,3-5jt,3
2727,32,P,5-10jt,5
2728,29,P,5-10jt,1
2729,31,P,1-3jt,5
2730,53,L,5-10jt,1
2731,47,P,3-5jt,6
2732,58,L,1-3jt,1
2733,31,P,5-10jt,3
2734,40,L,5-10jt,0
2735,30,L,1-3jt,5
2736,21,L,3-5jt,3
2737,36,P,5-10jt,2
2738,28,P,1-3jt,5
2739,38,P,3-5jt,6
2740,17,L,1-3jt,0
2741,36,L,5-10jt,5
2742,42,L,1-3jt,6
2743,31,L,1-3jt,6
2744,17,L,1-3jt,1
2745,24,P,1-3jt,0
2746,26,L,1-3jt,2
2747,26,P,3-5jt,5
2748,53,L,3-5jt,0
2749,29,P,5-10jt,5
2750,30,P,3-5jt,6
2751,41,L,5-10jt,3
2752,37,P,3-5jt,1
2753,51,L,5-10jt,5
2754,29,P,5-10jt,3
2755,19,L,3-5jt,6
2756,32,L,5-10jt,0
2757,46,L,1-3jt,2
2758,53,P,5-10jt,6
2759,26,L,1-3jt,3
2760,25,P,1-3jt,0
2761,22,L,3-5jt,4
2762,30,P,1-3jt,0
2763,30,L,5-10jt,1
2764,48,P,1-3jt,5
2765,57,P,3-5jt,0
2766,57,L,3-5jt,5
2767,33,L,5-10jt,2
2768,50,L,5-10jt,2
2769,31,L,5-10jt,6
2770,23,L,3-5jt,4
2771,43,P,3-5jt,1
2772,26,L,5-10jt,4
2773,37,P,3-5jt,6
2774,18,P,1-3jt,0
2775,42,L,3-5jt,5
2776,23,L,3-5jt,3
2777,44,L,3-5jt,0
2778,46,L,1-3jt,4
2779,40,L,5-10jt,4
2780,54,P,1-3jt,2
2781,30,L,1-3jt,6
2782,34,L,1-3jt,1
2783,51,L,1-3jt,5
2784,55,P,5-10jt,6
2785,35,P,5-10jt,1
2786,24,L,3-5jt,2
2787,23,L,3-5jt,4
2788,41,P,5-10jt,0
2789,48,P,3-5jt,0
2790,39,L,3-5jt,6
2791,18,P,1-3jt,5
2792,49,L,1-3jt,0
2793,43,P,5-10jt,4
2794,29,P,3-5jt,1
2795,59,L,3-5jt,0
2796,38,P,5-10jt,1
2797,32,L,1-3jt,6
2798,49,L,3-5jt,2
2799,33,P,3-5jt,4
2800,50,P,3-5jt,2
2801,52,P,3-5jt,3
2802,36,P,3-5jt,5
2803,54,P,3-5jt,6
2804,30,P,5-10jt,0
2805,50,P,5-10jt,3
2806,34,L,1-3jt,5
2807,37,L,3-5jt,4
2808,55,L,3-5jt,2
2809,32,P,3-5jt,0
2810,51,L,3-5jt,3
2811,30,P,5-10jt,0
2812,56,P,5-10jt,2
2813,46,L,3-5jt,0
2814,45,L,3-5jt,3
2815,57,L,5-10jt,6
2816,28,L,5-10jt,2
2817,30,P,5-10jt,0
2818,29,P,3-5jt,6
2819,46,L,3-5jt,5
2820,52,L,5-10jt,1
2821,50,L,5-10jt,0
2822,26,L,3-5jt,2
2823,30,L,3-5jt,0
2824,40,L,5-10jt,1
2825,28,L,1-3jt,3
2826,59,L,3-5jt,1
2827,51,P,3-5jt,2
2828,54,P,1-3jt,6
2829,39,L,5-10jt,3
2830,27,L,1-3jt,2
2831,31,P,5-10jt,6
2832,27,L,5-10jt,3
2833,25,L,3-5jt,2
2834,58,L,3-5jt,3
2835,51,P,1-3jt,1
2836,57,P,5-10jt,6
2837,32,P,3-5jt,1
2838,53,P,5-10jt,1
2839,48,L,5-10jt,3
2840,60,L,5-10jt,1
2841,17,L,5-10jt,5
2842,46,P,3-5jt,0
2843,35,L,5-10jt,1
2844,60,P,3-5jt,3
2845,45,L,5-10jt,0
2846,25,P,1-3jt,0
2847,27,P,3-5jt,6
2848,33,P,5-10jt,1
2849,52,L,5-10jt,4
2850,24,P,5-10jt,6
2851,20,L,1-3jt,0
2852,23,L,5-10jt,1
2853,30,L,1-3jt,2
2854,31,P,1-3jt,2
2855,34,P,3-5jt,4
2856,57,L,5-10jt,4
2857,58,L,5-10jt,4
2858,58,L,5-10jt,2
2859,40,L,5-10jt,2
2860,30,P,3-5jt,4
2861,25,P,5-10jt,2
2862,58,P,1-3jt,2
2863,36,L,3-5jt,5
2864,25,P,5-10jt,2
2865,52,P,1-3jt,1
2866,29,P,5-10jt,6
2867,17,L,1-3jt,5
2868,55,L,3-5jt,1
2869,22,L,3-5jt,3
2870,29,P,1-3jt,0
2871,49,P,5-10jt,2
2872,55,L,3-5jt,6
2873,49,L,5-10jt,3
2874,43,P,1-3jt,5
2875,38,L,3-5jt,6
2876,49,P,1-3jt,2
2877,43,P,1-3jt,1
2878,27,L,3-5jt,1
2879,33,L,3-5jt,6
2880,34,P,1-3jt,2
2881,55,L,5-10jt,3
2882,22,P,5-10jt,0
2883,35,P,1-3jt,3
2884,60,P,3-5jt,2
2885,28,P,1-3jt,4
2886,30,P,3-5jt,6
2887,37,L,5-10jt,4
2888,20,P,5-10jt,0
2889,50,L,5-10jt,1
2890,18,L,5-10jt,0
2891,45,L,1-3jt,4
2892,52,L,1-3jt,1
2893,32,L,3-5jt,4
2894,21,P,1-3jt,0
2895,26,L,5-10jt,6
2896,50,P,3-5jt,6
2897,53,P,3-5jt,3
2898,35,L,3-5jt,4
2899,33,P,3-5jt,4
2900,33,P,5-10jt,0
2901,57,L,3-5jt,3
2902,26,L,1-3jt,2
2903,23,L,3-5jt,4
2904,36,P,1-3jt,6
2905,47,L,5-10jt,3
2906,53,P,5-10jt,6
2907,32,P,1-3jt,3
2908,38,P,3-5jt,1
2909,34,L,5-10jt,1
2910,50,L,5-10jt,5
2911,34,L,3-5jt,2
2912,59,L,5-10jt,4
2913,52,L,1-3jt,4
2914,32,L,1-3jt,0
2915,24,L,5-10jt,5
2916,25,P,1-3jt,1
2917,45,P,1-3jt,0
2918,31,P,1-3jt,1
2919,55,L,3-5jt,5
2920,59,L,5-10jt,3
2921,43,L,5-10jt,6
2922,23,P,3-5jt,1
2923,29,P,3-5jt,6
2924,54,P,1-3jt,2
2925,53,P,3-5jt,5
2926,18,L,3-5jt,0
2927,58,P,1-3jt,4
2928,53,P,1-3jt,1
2929,29,L,5-10jt,1
2930,36,L,1-3jt,4
2931,58,P,5-10jt,6
2932,52,L,1-3jt,2
2933,42,L,1-3jt,6
2934,19,P,1-3jt,1
2935,25,L,5-10jt,1
2936,39,P,5-10jt,0
2937,42,L,5-10jt,6
2938,37,L,1-3jt,5
2939,30,P,1-3jt,0
2940,53,P,3-5jt,0
2941,52,P,5-10jt,5
2942,32,L,3-5jt,6
2943,26,L,1-3jt,2
2944,57,L,5-10jt,2
2945,54,L,1-3jt,4
2946,26,L,1-3jt,4
2947,35,L,1-3jt,1
2948,49,P,3-5jt,1
2949,47,L,5-10jt,2
2950,37,L,3-5jt,3
2951,56,P,3-5jt,6
2952,46,P,1-3jt,4
2953,59,P,5-10jt,0
2954,36,P,3-5jt,6
2955,22,P,5-10jt,0
2956,57,P,3-5jt,5
2957,53,P,1-3jt,3
2958,28,P,3-5jt,4
2959,32,L,5-10jt,4
2960,53,P,5-10jt,3
2961,39,L,3-5jt,0
2962,44,L,5-10jt,0
2963,37,P,5-10jt,3
2964,52,L,3-5jt,2
2965,33,P,3-5jt,1
2966,24,L,5-10jt,3
2967,46,P,1-3jt,1
2968,25,P,1-3jt,2
2969,48,L,1-3jt,6
2970,32,L,5-10jt,6
2971,41,L,5-10jt,0
2972,28,P,3-5jt,2
2973,21,L,1-3jt,5
2974,18,L,1-3jt,6
2975,33,P,1-3jt,1
2976,40,L,5-10jt,4
2977,29,L,5-10jt,6
2978,58,P,5-10jt,5
2979,41,P,5-10jt,0
2980,40,L,1-3jt,1
2981,52,L,5-10jt,1
2982,56,L,5-10jt,6
2983,19,L,1-3jt,3
2984,27,L,3-5jt,1
2985,54,L,3-5jt,3
2986,36,L,1-3jt,1
2987,34,P,3-5jt,0
2988,32,L,1-3jt,3
2989,19,P,3-5jt,2
2990,48,P,3-5jt,2
2991,22,P,5-10jt,0
2992,33,P,3-5jt,2
2993,28,P,5-10jt,6
2994,42,L,3-5jt,0
2995,22,L,5-10jt,2
2996,19,P,3-5jt,1
2997,58,L,3-5jt,4
2998,27,P,1-3jt,1
2999,55,L,1-3jt,4
3000,28,P,5-10jt,5
3001,27,L,1-3jt,1
3002,17,P,5-10jt,0
3003,38,P,3-5jt,6
3004,27,P,3-5jt,0
3005,57,P,5-10jt,6
3006,45,P,3-5jt,6
3007,48,L,1-3jt,0
3008,36,L,1-3jt,6
3009,18,P,1-3jt,2
3010,46,L,3-5jt,3
3011,39,P,1-3jt,1
3012,37,L,5-10jt,0
3013,55,P,3-5jt,3
3014,39,L,1-3jt,2
3015,36,P,3-5jt,4
3016,26,P,1-3jt,3
3017,58,L,3-5jt,5
3018,48,L,3-5jt,5
3019,60,L,5-10jt,1
3020,27,L,1-3jt,4
3021,39,P,3-5jt,1
3022,43,P,5-10jt,5
3023,49,P,5-10jt,6
3024,40,L,5-10jt,2
3025,58,L,3-5jt,4
3026,55,L,3-5jt,5
3027,38,L,5-10jt,2
3028,27,L,5-10jt,1
3029,20,P,5-10jt,1
3030,49,P,5-10jt,6
3031,18,P,5-10jt,4
3032,29,L,1-3jt,6
3033,50,P,3-5jt,4
3034,48,P,5-10jt,6
3035,39,P,5-10jt,0
3036,19,P,3-5jt,4
3037,53,P,5-10jt,5
3038,36,L,1-3jt,0
3039,24,L,5-10jt,3
3040,40,P,5-10jt,4
3041,24,P,1-3jt,0
3042,29,L,5-10jt,6
3043,28,L,5-10jt,0
3044,38,P,3-5jt,3
3045,43,L,1-3jt,3
3046,43,P,5-10jt,4
3047,45,P,3-5jt,0
3048,19,P,5-10jt,3
3049,40,P,3-5jt,5
3050,52,L,3-5jt,1
3051,21,P,5-10jt,1
3052,22,P,3-5jt,5
3053,42,L,5-10jt,1
3054,55,P,5-10jt,4
3055,21,L,1-3jt,3
3056,41,P,1-3jt,2
3057,54,P,5-10jt,6
3058,57,L,3-5jt,6
3059,47,L,5-10jt,2
3060,55,P,5-10jt,1
3061,56,L,1-3jt,5
3062,26,P,1-3jt,0
3063,50,L,1-3jt,2
3064,22,L,5-10jt,6
3065,24,L,5-10jt,4
3066,32,P,5-10jt,3
3067,58,P,5-10jt,0
3068,31,L,1-3jt,0
3069,40,P,1-3jt,6
3070,40,P,1-3jt,6
3071,29,L,5-10jt,3
3072,25,L,5-10jt,5
3073,20,P,3-5jt,4
3074,47,P,3-5jt,6
3075,59,P,5-10jt,4
3076,47,P,5-10jt,0
3077,46,L,3-5jt,0
3078,50,L,3-5jt,4
3079,48,L,5-10jt,3
3080,41,P,1-3jt,4
3081,23,P,3-5jt,0
3082,55,P,1-3jt,6
3083,44,L,5-10jt,4
3084,19,L,3-5jt,6
3085,52,L,5-10jt,2
3086,20,L,5-10jt,3
3087,58,P,5-10jt,1
3088,20,L,3-5jt,4
3089,30,L,1-3jt,0
3090,19,P,3-5jt,0
3091,21,L,3-5jt,4
3092,38,L,1-3jt,0
3093,45,L,1-3jt,4
3094,55,L,3-5jt,1
3095,32,L,3-5jt,5
3096,27,L,3-5jt,1
3097,27,P,3-5jt,3
3098,42,P,3-5jt,0
3099,39,L,3-5jt,6
3100,34,L,3-5jt,2
3101,42,P,1-3jt,6
3102,34,P,1-3jt,5
3103,60,L,5-10jt,3
3104,53,L,1-3jt,4
3105,38,P,3-5jt,0
3106,58,P,1-3jt,0
3107,23,P,1-3jt,0
3108,28,L,3-5jt,3
3109,29,L,5-10jt,2
3110,46,P,1-3jt,0
3111,27,P,3-5jt,2
3112,20,L,1-3jt,5
3113,25,L,3-5jt,5
3114,19,P,5-10jt,3
3115,50,P,3-5jt,3
3116,25,L,5-10jt,1
3117,54,L,3-5jt,4
3118,37,P,5-10jt,2
3119,26,P,3-5jt,5
3120,35,P,1-3jt,6
3121,23,P,3-5jt,4
3122,39,L,1-3jt,6
3123,34,P,3-5jt,6
3124,32,L,1-3jt,6
3125,26,L,3-5jt,0
3126,58,L,3-5jt,5
3127,41,L,5-10jt,5
3128,39,L,3-5jt,5
3129,48,L,1-3jt,0
3130,46,L,5-10jt,5
3131,37,L,3-5jt,6
3132,47,P,5-10jt,5
3133,36,L,5-10jt,2
3134,21,P,1-3jt,5
3135,36,P,5-10jt,2
3136,49,L,3-5jt,3
3137,19,L,5-10jt,4
3138,27,P,3-5jt,6
3139,32,P,3-5jt,3
3140,26,P,1-3jt,4
3141,39,L,1-3jt,4
3142,29,L,3-5jt,5
3143,51,L,3-5jt,5
3144,57,P,1-3jt,2
3145,47,L,3-5jt,4
3146,51,P,5-10jt,1
3147,40,L,5-10jt,2
3148,24,P,1-3jt,6
3149,45,L,5-10jt,3
3150,22,P,5-10jt,4
3151,42,L,3-5jt,5
3152,56,L,3-5jt,3
3153,26,L,5-10jt,5
3154,37,P,1-3jt,4
3155,53,P,5-10jt,1
3156,21,L,1-3jt,6
3157,26,P,5-10jt,3
3158,57,P,1-3jt,6
3159,21,P,1-3jt,1
3160,46,P,5-10jt,2
3161,42,P,5-10jt,3
3162,57,P,3-5jt,5
3163,41,L,5-10jt,3
3164,19,P,3-5jt,4
3165,18,L,1-3jt,3
3166,50,P,5-10jt,1
3167,39,L,3-5jt,6
3168,17,P,5-10jt,4
3169,23,L,5-10jt,0
3170,19,P,5-10jt,2
3171,53,L,5-10jt,2
3172,27,L,3-5jt,6
3173,30,L,5-10jt,5
3174,19,L,1-3jt,6
3175,44,L,5-10jt,6
3176,55,P,1-3jt,4
3177,38,P,1-3jt,5
3178,37,L,5-10jt,0
3179,19,L,3-5jt,1
3180,58,P,5-10jt,3
3181,60,L,5-10jt,5
3182,22,L,1-3jt,0
3183,41,P,5-10jt,3
3184,20,P,5-10jt,3
3185,21,P,1-3jt,1
3186,46,L,3-5jt,6
3187,22,P,5-10jt,6
3188,46,L,5-10jt,6
3189,35,L,1-3jt,6
3190,42,P,1-3jt,3
3191,29,P,5-10jt,5
3192,33,L,3-5jt,1
3193,20,L,1-3jt,0
3194,34,L,5-10jt,5
3195,54,L,1-3jt,3
3196,22,P,5-10jt,5
3197,35,L,5-10jt,6
3198,58,L,1-3jt,4
3199,52,P,1-3jt,6
3200,20,P,5-10jt,4
3201,44,P,3-5jt,2
3202,56,P,5-10jt,4
3203,26,P,1-3jt,4
3204,54,P,3-5jt,0
3205,39,L,1-3jt,6
3206,49,L,1-3jt,4
3207,18,L,5-10jt,2
3208,41,L,5-10jt,1
3209,27,P,3-5jt,4
3210,34,P,5-10jt,2
3211,20,L,3-5jt,0
3212,19,P,3-5jt,4
3213,54,L,1-3jt,0
3214,50,P,3-5jt,2
3215,44,L,3-5jt,5
3216,60,P,5-10jt,3
3217,30,L,3-5jt,0
3218,34,L,1-3jt,1
3219,47,L,5-10jt,2
3220,43,P,1-3jt,2
3221,26,P,3-5jt,0
3222,54,P,3-5jt,4
3223,42,L,1-3jt,0
3224,58,P,1-3jt,5
3225,55,L,5-10jt,4
3226,27,L,5-10jt,3
3227,56,L,5-10jt,2
3228,53,L,5-10jt,4
3229,25,P,5-10jt,6
3230,59,P,3-5jt,4
3231,49,P,3-5jt,6
3232,23,P,3-5jt,2
3233,24,P,3-5jt,4
3234,43,P,1-3jt,1
3235,46,L,3-5jt,4
3236,41,L,1-3jt,6
3237,21,L,1-3jt,3
3238,25,P,1-3jt,5
3239,35,L,1-3jt,4
3240,35,L,5-10jt,5
3241,58,L,3-5jt,3
3242,45,L,3-5jt,6
3243,53,P,3-5jt,2
3244,33,L,3-5jt,0
3245,40,L,5-10jt,6
3246,44,P,1-3jt,0
3247,28,P,1-3jt,6
3248,41,L,5-10jt,0
3249,21,P,3-5jt,4
3250,36,P,3-5jt,2
3251,33,L,3-5jt,2
3252,45,P,1-3jt,5
3253,40,P,1-3jt,5
3254,37,P,3-5jt,4
3255,51,L,1-3jt,0
3256,30,L,3-5jt,3
3257,31,L,3-5jt,2
3258,17,L,3-5jt,3
3259,46,L,3-5jt,2
3260,23,P,5-10jt,4
3261,36,P,3-5jt,3
3262,31,P,3-5jt,1
3263,56,P,5-10jt,0
3264,37,L,3-5jt,3
3265,43,P,3-5jt,2
3266,42,L,1-3jt,3
3267,43,P,3-5jt,5
3268,31,L,3-5jt,4
3269,37,P,3-5jt,4
3270,39,L,3-5jt,4
3271,21,L,5-10jt,3
3272,28,L,1-3jt,6
3273,19,L,5-10jt,2
3274,55,P,3-5jt,4
3275,22,L,5-10jt,0
3276,24,P,1-3jt,3
3277,52,L,5-10jt,5
3278,45,L,5-10jt,3
3279,43,P,1-3jt,5
3280,39,L,1-3jt,2
3281,25,P,5-10jt,2
3282,33,P,1-3jt,1
3283,22,P,3-5jt,4
3284,51,L,3-5jt,5
3285,17,L,3-5jt,1
3286,37,L,3-5jt,1
3287,30,L,1-3jt,3
3288,34,L,5-10jt,3
3289,27,P,3-5jt,5
3290,37,L,3-5jt,2
3291,45,P,5-10jt,6
3292,36,L,1-3jt,5
3293,34,L,1-3jt,5
3294,39,P,3-5jt,1
3295,57,L,1-3jt,4
3296,19,L,3-5jt,6
3297,21,P,5-10jt,6
3298,27,P,3-5jt,0
3299,28,L,3-5jt,0
3300,32,L,5-10jt,5
3301,45,L,3-5jt,4
3302,28,P,5-10jt,0
3303,50,L,3-5jt,6
3304,33,P,3-5jt,3
3305,25,P,5-10jt,1
3306,49,L,1-3jt,4
3307,36,L,1-3jt,6
3308,52,L,3-5jt,1
3309,60,P,5-10jt,1
3310,55,L,3-5jt,0
3311,23,L,1-3jt,0
3312,39,L,3-5jt,5
3313,49,L,5-10jt,0
3314,32,L,5-10jt,2
3315,23,P,5-10jt,6
3316,19,L,1-3jt,2
3317,47,L,5-10jt,1
3318,36,P,3-5jt,4
3319,52,L,3-5jt,0
3320,47,P,3-5jt,5
3321,39,P,5-10jt,0
3322,47,L,5-10jt,5
3323,32,L,5-10jt,0
3324,43,P,3-5jt,1
3325,60,L,3-5jt,1
3326,24,P,3-5jt,2
3327,45,P,1-3jt,1
3328,48,P,1-3jt,3
3329,53,L,5-10jt,4
3330,46,L,5-10jt,6
3331,54,L,3-5jt,5
3332,54,P,3-5jt,3
3333,57,L,1-3jt,5
3334,46,L,3-5jt,6
3335,21,P,1-3jt,4
3336,47,L,1-3jt,6
3337,48,L,3-5jt,2
3338,21,L,5-10jt,0
3339,40,L,3-5jt,5
3340,29,P,5-10jt,2
3341,21,L,5-10jt,1
3342,44,P,5-10jt,6
3343,18,L,5-10jt,0
3344,48,P,1-3jt,5
3345,46,L,1-3jt,0
3346,25,L,1-3jt,4
3347,34,P,1-3jt,6
3348,41,P,1-3jt,4
3349,39,L,5-10jt,1
3350,23,L,5-10jt,2
3351,24,P,1-3jt,6
3352,60,P,5-10jt,5
3353,46,L,3-5jt,3
3354,17,L,5-10jt,1
3355,37,L,3-5jt,2
3356,38,P,3-5jt,1
3357,41,P,3-5jt,1
3358,29,P,1-3jt,4
3359,22,P,5-10jt,6
3360,35,L,1-3jt,1
3361,37,P,3-5jt,4
3362,49,P,1-3jt,1
3363,21,L,3-5jt,1
3364,51,P,1-3jt,0
3365,31,P,3-5jt,3
3366,58,L,5-10jt,0
3367,48,P,1-3jt,2
3368,40,P,3-5jt,2
3369,33,L,5-10jt,0
3370,39,L,1-3jt,2
3371,45,L,1-3jt,1
3372,18,P,3-5jt,5
3373,49,L,5-10jt,6
3374,59,L,1-3jt,4
3375,50,P,1-3jt,0
3376,22,P,1-3jt,4
3377,37,P,5-10jt,5
3378,19,L,1-3jt,0
3379,20,L,1-3jt,4
3380,51,L,3-5jt,3
3381,38,P,1-3jt,3
3382,52,P,5-10jt,3
3383,24,P,1-3jt,2
3384,40,L,1-3jt,4
3385,28,L,3-5jt,3
3386,50,L,3-5jt,2
3387,45,P,5-10jt,6
3388,59,L,5-10jt,2
3389,54,L,5-10jt,4
3390,46,P,1-3jt,3
3391,26,P,1-3jt,4
3392,22,P,5-10jt,5
3393,48,P,5-10jt,0
3394,56,P,1-3jt,5
3395,29,P,5-10jt,5
3396,53,L,5-10jt,3
3397,30,P,3-5jt,4
3398,53,P,1-3jt,2
3399,55,P,5-10jt,2
3400,27,P,5-10jt,5
3401,47,P,5-10jt,2
3402,55,P,1-3jt,3
3403,29,L,5-10jt,6
3404,32,P,3-5jt,0
3405,39,P,5-10jt,3
3406,29,L,5-10jt,1
3407,37,P,1-3jt,0
3408,60,P,3-5jt,4
3409,59,P,3-5jt,0
3410,47,P,3-5jt,6
3411,53,L,3-5jt,0
3412,33,L,5-10jt,6
3413,25,L,3-5jt,4
3414,42,L,3-5jt,4
3415,19,L,5-10jt,1
3416,56,P,5-10jt,1
3417,20,L,5-10jt,3
3418,39,P,3-5jt,5
3419,28,P,3-5jt,0
3420,60,P,5-10jt,6
3421,56,L,1-3jt,5
3422,53,P,3-5jt,2
3423,50,L,5-10jt,3
3424,50,L,1-3jt,1
3425,29,L,5-10jt,5
3426,53,L,1-3jt,2
3427,20,P,1-3jt,3
3428,26,L,1-3jt,6
3429,54,P,3-5jt,3
3430,25,P,3-5jt,1
3431,49,P,5-10jt,3
3432,31,L,1-3jt,6
3433,44,P,5-10jt,6
3434,34,P,3-5jt,5
3435,30,L,3-5jt,6
3436,46,P,5-10jt,1
3437,22,L,1-3jt,0
3438,35,L,1-3jt,3
3439,47,L,5-10jt,0
3440,23,L,5-10jt,6
3441,23,P,5-10jt,6
3442,22,P,3-5jt,3
3443,42,P,1-3jt,5
3444,49,P,1-3jt,4
3445,38,L,3-5jt,5
3446,53,P,1-3jt,5
3447,18,P,5-10jt,5
3448,30,L,3-5jt,5
3449,56,P,1-3jt,3
3450,60,P,5-10jt,1
3451,31,L,3-5jt,5
3452,56,L,3-5jt,3
