,Usia,Gender,Gaji,Jumlah-Anak
2523,55,P,3-5jt,4
2524,26,P,5-10jt,1
2525,42,P,1-3jt,4
2526,18,L,1-3jt,6
2527,19,P,5-10jt,0
2528,51,P,3-5jt,4
2529,46,P,3-5jt,4
2530,32,L,5-10jt,1
2531,26,P,3-5jt,6
2532,59,P,1-3jt,5
2533,42,L,3-5jt,1
2534,54,L,5-10jt,6
2535,18,L,1-3jt,5
2536,43,L,3-5jt,3
2537,55,L,5-10jt,5
2538,19,L,5-10jt,3
2539,45,P,1-3jt,3
2540,30,L,5-10jt,1
2541,44,P,3-5jt,0
2542,36,P,1-3jt,5
2543,27,P,5-10jt,4
2544,52,P,1-3jt,0
2545,19,L,5-10jt,6
2546,26,P,3-5jt,2
2547,23,L,5-10jt,0
2548,47,P,1-3jt,3
2549,46,P,5-10jt,3
2550,59,P,1-3jt,2
2551,21,L,3-5jt,2
2552,38,P,3-5jt,5
2553,23,L,5-10jt,6
2554,57,L,1-3jt,0
2555,41,L,1-3jt,0
2556,37,P,5-10jt,6
2557,42,L,5-10jt,2
2558,54,P,1-3jt,0
2559,41,P,3-5jt,5
2560,51,P,5-10jt,1
2561,42,P,1-3jt,5
2562,43,P,3-5jt,1
2563,36,P,5-10jt,4
2564,25,P,3-5jt,4
2565,50,L,1-3jt,0
2566,34,L,3-5jt,5
2567,27,L,1-3jt,5
2568,59,L,5-10jt,0
2569,48,L,5-10jt,0
2570,25,P,3-5jt,6
2571,28,P,3-5jt,1
2572,56,L,3-5jt,6
2573,24,P,1-3jt,0
2574,33,L,1-3jt,4
2575,26,L,5-10jt,4
2576,38,L,5-10jt,4
2577,57,P,5-10jt,4
2578,45,L,1-3jt,1
2579,37,P,5-10jt,3
2580,17,P,5-10jt,3
2581,27,L,1-3jt,6
2582,34,L,5-10jt,0
2583,21,L,1-3jt,6
2584,57,L,5-10jt,2
2585,60,L,5-10jt,5
2586,49,L,3-5jt,0
2587,52,P,3-5jt,3
2588,59,L,1-3jt,1
2589,38,P,5-10jt,4
2590,32,L,1-3jt,4
2591,38,L,1-3jt,0
2592,40,P,1-3jt,6
2593,57,L,1-3jt,2
2594,53,P,5-10jt,4
2595,27,L,5-10jt,4
2596,26,P,3-5jt,6
2597,52,P,3-5jt,4
2598,38,L,3-5jt,3
2599,49,P,3-5jt,6
2600,30,L,3-5jt,4
2601,52,P,5-10jt,3
2602,45,P,3-5jt,4
2603,57,P,3-5jt,1
2604,58,L,5-10jt,1
2605,48,P,5-10jt,2
2606,59,P,1-3jt,0
2607,50,L,3-5jt,5
2608,34,P,3-5jt,2
2609,20,P,5-10jt,5
2610,17,P,3-5jt,1
2611,56,P,1-3jt,0
2612,52,L,5-10jt,4
2613,49,P,1-3jt,6
2614,21,L,3-5jt,3
2615,40,L,5-10jt,4
2616,55,P,3-5jt,5
2617,51,P,5-10jt,6
2618,51,P,5-10jt,2
2619,39,L,3-5jt,3
2620,45,P,3-5jt,3
2621,39,L,5-10jt,1
2622,49,P,3-5jt,4
2623,37,P,3-5jt,3
2624,40,L,1-3jt,4
2625,25,P,1-3jt,3
2626,52,L,5-10jt,1
2627,23,L,3-5jt,2
2628,20,P,3-5jt,3
2629,51,P,1-3jt,4
2630,20,L,3-5jt,1
2631,19,P,1-3jt,5
2632,53,P,3-5jt,1
2633,18,L,3-5jt,3
2634,34,L,1-3jt,5
2635,17,P,1-3jt,4
2636,42,P,3-5jt,4
2637,49,L,1-3jt,4
2638,48,L,1-3jt,5
2639,29,L,1-3jt,6
2640,46,P,1-3jt,3
2641,17,P,3-5jt,4
2642,25,P,3-5jt,6
2643,51,P,1-3jt,0
2644,53,L,1-3jt,4
2645,45,L,1-3jt,6
2646,45,P,1-3jt,2
2647,17,L,1-3jt,0
2648,33,L,5-10jt,3
2649,53,L,1-3jt,0
2650,17,L,3-5jt,2
2651,39,P,1-3jt,5
2652,40,P,3-5jt,2
2653,20,P,3-5jt,4
2654,25,P,3-5jt,0
2655,52,P,3-5jt,1
2656,22,P,5-10jt,1
2657,33,L,1-3jt,2
2658,46,L,1-3jt,6
2659,32,P,3-5jt,1
2660,55,P,3-5jt,1
2661,17,P,5-10jt,3
2662,53,L,3-5jt,1
2663,44,P,3-5jt,2
2664,49,P,3-5jt,3
2665,47,P,3-5jt,5
2666,49,L,1-3jt,3
2667,57,L,1-3jt,2
2668,51,P,3-5jt,2
2669,56,P,3-5jt,6
2670,55,P,1-3jt,4
2671,37,P,3-5jt,0
2672,26,P,3-5jt,2
2673,43,P,3-5jt,2
2674,22,L,1-3jt,6
2675,33,L,5-10jt,3
2676,60,P,3-5jt,6
2677,20,L,3-5jt,2
2678,20,P,1-3jt,5
2679,59,P,3-5jt,4
2680,49,P,3-5jt,5
2681,23,P,5-10jt,3
2682,45,L,1-3jt,6
2683,22,P,3-5jt,6
2684,51,P,3-5jt,3
2685,47,P,3-5jt,0
2686,36,L,3-5jt,0
2687,35,L,1-3jt,2
2688,58,L,3-5jt,6
2689,44,P,1-3jt,4
2690,51,P,1-3jt,6
2691,18,P,3-5jt,5
2692,35,L,5-10jt,2
2693,43,L,5-10jt,2
2694,26,P,3-5jt,6
2695,36,P,1-3jt,6
2696,36,L,3-5jt,2
2697,22,L,1-3jt,1
2698,48,L,5-10jt,4
2699,17,L,1-3jt,2
2700,48,P,5-10jt,6
2701,23,L,3-5jt,6
2702,51,P,3-5jt,2
2703,20,P,5-10jt,5
2704,48,L,3-5jt,2
2705,28,L,3-5jt,3
2706,34,P,1-3jt,3
2707,54,L,1-3jt,6
2708,50,P,5-10jt,1
2709,57,L,5-10jt,5
2710,43,P,1-3jt,4
2711,30,P,1-3jt,3
2712,60,P,1-3jt,1
2713,37,P,3-5jt,5
2714,17,P,5-10jt,5
2715,41,L,5-10jt,6
2716,17,L,3-5jt,5
2717,30,L,3-5jt,4
2718,44,L,5-10jt,4
2719,56,L,5-10jt,0
2720,60,P,3-5jt,2
2721,37,P,5-10jt,1
2722,33,P,3-5jt,2
2723,17,L,3-5jt,0
2724,28,L,3-5jt,0
2725,24,L,5-10jt,4
2726,35,L,5-10jt,2
2727,24,L,5-10jt,1
2728,55,L,3-5jt,2
2729,34,P,3-5jt,1
2730,22,L,3-5jt,5
2731,50,L,5-10jt,5
2732,32,P,5-10jt,1
2733,55,P,5-10jt,6
2734,33,L,3-5jt,3
2735,50,P,3-5jt,0
2736,24,L,3-5jt,0
2737,59,P,1-3jt,1
2738,39,P,1-3jt,5
2739,48,L,1-3jt,4
2740,23,P,5-10jt,1
2741,51,L,1-3jt,4
2742,35,L,1-3jt,4
2743,44,P,3-5jt,1
2744,44,P,3-5jt,3
2745,26,P,3-5jt,3
2746,43,P,5-10jt,3
2747,30,L,5-10jt,5
2748,46,L,5-10jt,6
2749,48,P,5-10jt,2
2750,52,P,1-3jt,5
2751,38,L,5-10jt,2
2752,18,L,3-5jt,5
2753,49,L,3-5jt,5
2754,50,P,1-3jt,2
2755,49,L,1-3jt,4
2756,56,P,3-5jt,5
2757,58,P,3-5jt,1
2758,25,P,3-5jt,0
2759,34,P,1-3jt,5
2760,51,P,1-3jt,3
2761,50,P,5-10jt,4
2762,38,P,5-10jt,1
2763,49,P,3-5jt,0
2764,39,P,5-10jt,4
2765,24,P,3-5jt,3
2766,36,L,5-10jt,5
2767,26,P,1-3jt,1
2768,34,P,5-10jt,6
2769,22,P,3-5jt,1
2770,37,P,5-10jt,3
2771,42,L,5-10jt,3
2772,28,P,3-5jt,1
2773,31,L,1-3jt,2
2774,28,P,5-10jt,6
2775,24,L,1-3jt,2
2776,45,P,5-10jt,4
2777,54,P,5-10jt,1
2778,37,P,5-10jt,6
2779,49,P,5-10jt,5
2780,58,L,5-10jt,1
2781,20,L,3-5jt,2
2782,45,L,1-3jt,5
2783,48,P,5-10jt,3
2784,18,L,1-3jt,1
2785,32,L,3-5jt,2
2786,25,L,5-10jt,4
2787,22,L,5-10jt,5
2788,59,P,5-10jt,4
2789,51,P,1-3jt,3
2790,46,L,5-10jt,2
2791,25,L,3-5jt,1
2792,40,L,1-3jt,4
2793,44,P,5-10jt,4
2794,47,L,5-10jt,1
2795,49,P,3-5jt,6
2796,42,L,5-10jt,4
2797,47,P,1-3jt,6
2798,37,P,3-5jt,4
2799,44,P,3-5jt,3
2800,24,P,3-5jt,4
2801,48,P,3-5jt,0
2802,49,P,1-3jt,5
2803,23,P,3-5jt,2
2804,29,L,5-10jt,4
2805,33,L,1-3jt,1
2806,38,P,3-5jt,4
2807,60,L,3-5jt,6
2808,23,P,1-3jt,0
2809,37,P,3-5jt,1
2810,45,P,3-5jt,2
2811,38,L,5-10jt,0
2812,54,P,5-10jt,5
2813,50,L,1-3jt,0
2814,43,L,3-5jt,3
2815,40,L,5-10jt,0
2816,22,L,5-10jt,0
2817,48,L,5-10jt,6
2818,48,P,1-3jt,2
2819,54,P,5-10jt,6
2820,28,P,5-10jt,5
2821,57,L,3-5jt,6
2822,47,L,1-3jt,0
2823,22,L,5-10jt,6
2824,51,P,3-5jt,0
2825,19,L,3-5jt,4
2826,53,P,5-10jt,5
2827,41,L,5-10jt,4
2828,47,P,5-10jt,0
2829,21,L,5-10jt,2
2830,46,L,5-10jt,6
2831,33,P,5-10jt,0
2832,43,L,1-3jt,5
2833,52,L,1-3jt,6
2834,25,L,3-5jt,3
2835,52,L,3-5jt,5
2836,20,P,5-10jt,5
2837,24,L,5-10jt,1
2838,26,L,5-10jt,1
2839,60,P,1-3jt,6
2840,44,P,5-10jt,6
2841,24,P,1-3jt,0
2842,49,L,5-10jt,0
2843,55,P,1-3jt,5
2844,26,L,5-10jt,3
2845,25,L,1-3jt,2
2846,33,P,5-10jt,4
2847,58,P,3-5jt,4
2848,49,P,3-5jt,6
2849,49,L,1-3jt,5
2850,18,P,1-3jt,0
2851,43,P,3-5jt,1
2852,46,L,5-10jt,0
2853,26,P,5-10jt,5
2854,21,L,1-3jt,3
2855,54,P,3-5jt,0
2856,25,P,3-5jt,6
2857,55,P,5-10jt,3
2858,39,P,1-3jt,3
2859,39,P,1-3jt,1
2860,23,P,1-3jt,3
2861,39,P,3-5jt,3
2862,58,P,5-10jt,3
2863,48,L,3-5jt,1
2864,28,L,3-5jt,2
2865,43,P,3-5jt,2
2866,51,L,3-5jt,2
2867,60,P,1-3jt,6
2868,28,P,3-5jt,0
2869,34,P,5-10jt,5
2870,46,P,1-3jt,5
2871,48,L,1-3jt,3
2872,56,L,1-3jt,4
2873,34,P,1-3jt,5
2874,54,L,1-3jt,2
2875,24,P,1-3jt,2
2876,24,L,3-5jt,5
2877,24,P,5-10jt,4
2878,51,P,5-10jt,5
2879,41,P,3-5jt,3
2880,40,P,1-3jt,5
2881,30,L,3-5jt,4
2882,17,L,3-5jt,1
2883,38,P,3-5jt,2
2884,28,P,1-3jt,4
2885,33,P,3-5jt,4
2886,25,P,1-3jt,6
2887,48,P,1-3jt,0
2888,48,P,5-10jt,1
2889,35,P,3-5jt,2
2890,39,L,1-3jt,2
2891,48,P,1-3jt,2
2892,43,L,1-3jt,5
2893,26,L,3-5jt,2
2894,22,L,5-10jt,1
2895,51,P,5-10jt,1
2896,49,P,1-3jt,1
2897,30,P,3-5jt,4
2898,17,L,5-10jt,4
2899,37,P,3-5jt,2
2900,27,L,3-5jt,6
2901,29,P,5-10jt,4
2902,25,L,1-3jt,1
2903,17,L,5-10jt,6
2904,35,P,1-3jt,2
2905,18,P,3-5jt,3
2906,40,L,5-10jt,4
2907,42,L,5-10jt,1
2908,44,L,3-5jt,2
2909,38,L,1-3jt,3
2910,46,L,1-3jt,5
2911,17,P,5-10jt,2
2912,41,P,3-5jt,1
2913,17,P,5-10jt,0
2914,39,P,1-3jt,0
2915,49,P,1-3jt,0
2916,52,P,1-3jt,3
2917,39,P,5-10jt,6
2918,37,P,3-5jt,6
2919,46,L,3-5jt,4
2920,23,P,1-3jt,3
2921,34,P,5-10jt,0
2922,20,P,1-3jt,3
2923,53,L,5-10jt,6
2924,33,P,1-3jt,2
2925,35,P,3-5jt,0
2926,29,P,3-5jt,2
2927,27,L,3-5jt,2
2928,25,P,3-5jt,6
2929,20,P,5-10jt,4
2930,38,L,5-10jt,3
2931,31,P,1-3jt,6
2932,53,L,5-10jt,1
2933,52,P,3-5jt,0
2934,18,L,1-3jt,6
2935,33,P,3-5jt,4
2936,28,L,5-10jt,4
2937,54,P,5-10jt,1
2938,31,P,1-3jt,5
2939,29,P,1-3jt,4
2940,31,P,3-5jt,5
2941,26,L,3-5jt,0
2942,35,L,3-5jt,5
2943,24,P,1-3jt,5
2944,25,P,5-10jt,3
2945,55,L,1-3jt,2
2946,25,L,3-5jt,0
2947,20,P,3-5jt,5
2948,20,L,5-10jt,2
2949,56,P,5-10jt,0
2950,40,P,5-10jt,2
2951,53,L,1-3jt,5
2952,23,L,3-5jt,4
2953,59,P,5-10jt,5
2954,49,P,5-10jt,5
2955,24,P,5-10jt,4
2956,50,L,5-10jt,2
2957,41,P,1-3jt,4
2958,52,L,1-3jt,1
2959,50,P,1-3jt,6
2960,22,P,3-5jt,5
2961,34,L,5-10jt,5
2962,41,L,3-5jt,6
2963,54,L,5-10jt,0
2964,32,L,5-10jt,2
2965,26,P,3-5jt,2
2966,51,L,1-3jt,0
2967,56,L,3-5jt,0
2968,25,P,3-5jt,3
2969,57,L,3-5jt,6
2970,25,P,3-5jt,0
2971,34,L,5-10jt,1
2972,26,P,5-10jt,5
2973,22,L,3-5jt,1
2974,54,L,3-5jt,4
2975,34,L,5-10jt,1
2976,55,P,3-5jt,1
2977,39,P,1-3jt,5
2978,29,P,5-10jt,0
2979,23,P,3-5jt,1
2980,59,P,5-10jt,5
2981,51,P,3-5jt,4
2982,27,P,5-10jt,5
2983,39,P,1-3jt,1
2984,34,P,5-10jt,2
2985,34,P,1-3jt,4
2986,59,P,1-3jt,5
2987,60,P,5-10jt,1
2988,23,P,3-5jt,1
2989,38,P,5-10jt,5
2990,42,P,5-10jt,1
2991,56,L,3-5jt,0
2992,18,P,5-10jt,6
2993,23,P,1-3jt,4
2994,55,P,3-5jt,0
2995,59,P,1-3jt,1
2996,30,L,1-3jt,4
2997,20,P,3-5jt,5
2998,59,P,3-5jt,5
2999,37,P,5-10jt,3
3000,46,L,5-10jt,3
3001,25,P,3-5jt,6
3002,39,L,1-3jt,1
3003,24,P,1-3jt,2
3004,17,L,1-3jt,3
3005,31,L,1-3jt,3
3006,47,L,1-3jt,5
3007,35,P,5-10jt,6
3008,37,L,3-5jt,5
3009,22,L,3-5jt,0
3010,34,P,1-3jt,2
3011,23,P,1-3jt,3
3012,25,L,3-5jt,4
3013,39,P,5-10jt,5
3014,59,L,3-5jt,1
3015,36,L,3-5jt,5
3016,49,P,3-5jt,2
3017,36,P,3-5jt,3
3018,39,P,1-3jt,4
3019,50,L,1-3jt,3
3020,42,P,1-3jt,0
3021,60,L,5-10jt,4
3022,33,P,3-5jt,2
3023,41,P,3-5jt,1
3024,41,L,5-10jt,3
3025,30,P,3-5jt,4
3026,51,L,5-10jt,5
3027,38,P,3-5jt,4
3028,18,L,5-10jt,0
3029,60,P,5-10jt,1
3030,42,L,5-10jt,5
3031,38,L,5-10jt,6
3032,54,P,5-10jt,1
3033,22,L,1-3jt,0
3034,38,P,3-5jt,5
3035,59,P,3-5jt,4
3036,44,L,1-3jt,6
3037,44,L,5-10jt,5
3038,37,P,3-5jt,6
3039,51,P,1-3jt,2
3040,42,P,1-3jt,5
3041,39,P,1-3jt,5
3042,32,L,5-10jt,0
3043,58,L,3-5jt,3
3044,60,L,3-5jt,1
3045,33,L,1-3jt,6
3046,40,P,5-10jt,4
3047,27,P,5-10jt,4
3048,48,P,5-10jt,2
3049,42,L,5-10jt,1
3050,49,L,5-10jt,5
3051,24,P,5-10jt,3
3052,34,P,5-10jt,1
3053,57,L,5-10jt,6
3054,29,P,3-5jt,1
3055,56,L,1-3jt,2
3056,28,L,3-5jt,0
3057,30,P,5-10jt,0
3058,56,P,3-5jt,2
3059,48,L,3-5jt,3
3060,42,L,5-10jt,3
3061,20,L,3-5jt,1
3062,45,P,1-3jt,4
3063,42,L,3-5jt,6
3064,25,P,5-10jt,2
3065,42,P,5-10jt,1
3066,41,L,1-3jt,0
3067,30,L,1-3jt,3
3068,41,P,1-3jt,2
3069,17,L,1-3jt,4
3070,38,P,3-5jt,3
3071,29,P,3-5jt,3
3072,36,P,3-5jt,1
3073,17,L,1-3jt,4
3074,23,L,5-10jt,6
3075,57,L,3-5jt,0
3076,27,P,5-10jt,3
3077,43,P,1-3jt,1
3078,23,P,1-3jt,3
3079,29,L,1-3jt,3
3080,22,L,5-10jt,3
3081,45,L,1-3jt,0
3082,50,P,3-5jt,5
3083,46,P,3-5jt,2
3084,41,P,1-3jt,5
3085,54,P,3-5jt,0
3086,49,P,5-10jt,1
3087,37,P,1-3jt,1
3088,37,P,3-5jt,3
3089,19,P,3-5jt,3
3090,44,P,3-5jt,6
3091,49,L,3-5jt,0
3092,30,P,5-10jt,3
3093,26,L,5-10jt,0
3094,43,L,3-5jt,1
3095,33,P,3-5jt,4
3096,29,L,3-5jt,5
3097,28,P,3-5jt,5
3098,18,L,3-5jt,3
3099,21,L,3-5jt,2
3100,40,L,1-3jt,5
3101,45,L,3-5jt,1
3102,52,P,3-5jt,1
3103,55,L,5-10jt,1
3104,55,L,1-3jt,2
3105,41,P,3-5jt,5
3106,53,P,5-10jt,1
3107,36,P,3-5jt,3
3108,55,P,5-10jt,4
3109,18,P,3-5jt,4
3110,43,P,3-5jt,6
3111,24,L,1-3jt,3
3112,52,P,5-10jt,1
3113,52,P,5-10jt,1
3114,19,P,1-3jt,4
3115,54,L,1-3jt,5
3116,18,L,3-5jt,3
3117,48,P,3-5jt,4
3118,22,P,3-5jt,2
3119,45,L,5-10jt,6
3120,25,L,3-5jt,5
3121,23,P,3-5jt,1
3122,31,L,1-3jt,6
3123,32,P,5-10jt,6
3124,28,P,3-5jt,5
3125,37,P,1-3jt,4
3126,40,L,1-3jt,4
3127,57,P,1-3jt,5
3128,30,L,1-3jt,0
3129,54,P,3-5jt,6
3130,49,L,3-5jt,6
3131,25,P,1-3jt,6
3132,35,L,5-10jt,5
3133,59,L,1-3jt,6
3134,25,P,3-5jt,4
3135,47,P,3-5jt,1
3136,27,L,5-10jt,5
3137,46,L,1-3jt,4
3138,44,L,3-5jt,1
3139,28,P,3-5jt,1
3140,18,L,3-5jt,0
3141,47,P,5-10jt,2
3142,27,P,1-3jt,0
3143,50,P,5-10jt,1
3144,20,L,5-10jt,5
3145,21,P,1-3jt,6
3146,33,P,5-10jt,4
3147,29,P,1-3jt,4
3148,52,P,1-3jt,0
3149,51,L,3-5jt,1
3150,26,P,1-3jt,4
3151,58,P,3-5jt,1
3152,19,P,1-3jt,3
3153,59,P,1-3jt,3
3154,60,L,1-3jt,3
3155,21,L,1-3jt,4
3156,46,L,3-5jt,0
3157,36,L,1-3jt,4
3158,55,P,3-5jt,5
3159,34,L,5-10jt,0
3160,46,L,3-5jt,4
3161,30,P,5-10jt,0
3162,58,P,1-3jt,3
3163,60,L,5-10jt,1
3164,24,P,5-10jt,6
3165,49,P,5-10jt,2
3166,53,L,5-10jt,3
3167,40,P,5-10jt,5
3168,51,L,3-5jt,1
3169,28,L,5-10jt,2
3170,55,L,3-5jt,2
3171,30,L,3-5jt,3
3172,17,L,5-10jt,0
3173,23,L,1-3jt,0
3174,42,L,3-5jt,6
3175,42,L,5-10jt,0
3176,39,P,5-10jt,6
3177,55,P,3-5jt,2
3178,41,L,3-5jt,3
3179,31,P,3-5jt,3
3180,51,L,1-3jt,1
3181,23,L,3-5jt,4
3182,31,L,3-5jt,0
3183,47,P,1-3jt,4
3184,50,P,5-10jt,6
3185,50,P,3-5jt,2
3186,22,L,5-10jt,6
3187,38,L,3-5jt,5
3188,25,P,5-10jt,5
3189,41,L,3-5jt,4
3190,47,P,5-10jt,5
3191,45,P,5-10jt,0
3192,24,P,1-3jt,3
3193,24,L,1-3jt,2
3194,33,P,5-10jt,3
3195,51,L,5-10jt,4
3196,26,P,3-5jt,6
3197,45,P,1-3jt,0
3198,54,P,5-10jt,3
3199,49,P,1-3jt,4
3200,38,P,1-3jt,5
3201,25,L,5-10jt,5
3202,24,L,5-10jt,2
3203,41,L,5-10jt,1
3204,47,L,1-3jt,3
3205,43,L,3-5jt,2
3206,40,L,1-3jt,1
3207,31,L,1-3jt,4
3208,47,L,1-3jt,6
3209,33,P,1-3jt,3
3210,29,L,5-10jt,2
3211,50,L,5-10jt,3
3212,18,P,5-10jt,4
3213,53,P,5-10jt,6
3214,20,P,3-5jt,4
3215,19,P,1-3jt,2
3216,26,L,5-10jt,3
3217,19,L,5-10jt,6
3218,39,P,5-10jt,5
3219,53,P,1-3jt,1
3220,45,P,5-10jt,1
3221,42,P,3-5jt,1
3222,29,P,5-10jt,3
3223,49,L,1-3jt,5
3224,30,P,1-3jt,1
3225,35,P,5-10jt,1
3226,41,P,5-10jt,1
3227,40,L,5-10jt,0
3228,58,L,3-5jt,4
3229,28,L,1-3jt,1
3230,60,P,5-10jt,6
3231,35,L,3-5jt,5
3232,37,L,5-10jt,3
3233,42,L,5-10jt,0
3234,22,P,5-10jt,5
3235,46,L,5-10jt,0
3236,23,L,3-5jt,2
3237,49,L,3-5jt,4
3238,47,L,5-10jt,5
3239,28,L,5-10jt,3
3240,34,L,1-3jt,3
3241,21,L,5-10jt,5
3242,19,L,1-3jt,0
3243,45,L,5-10jt,5
3244,57,P,3-5jt,6
3245,52,P,5-10jt,4
3246,58,P,5-10jt,5
3247,48,L,5-10jt,1
3248,20,L,1-3jt,4
3249,39,P,1-3jt,1
3250,37,L,1-3jt,2
3251,22,L,5-10jt,0
3252,21,P,5-10jt,5
3253,37,P,3-5jt,4
3254,56,L,1-3jt,1
3255,46,L,5-10jt,0
3256,45,L,5-10jt,1
3257,39,P,1-3jt,5
3258,20,L,1-3jt,0
3259,44,L,1-3jt,0
3260,44,L,1-3jt,0
3261,27,L,5-10jt,2
3262,40,P,1-3jt,1
3263,57,P,3-5jt,0
3264,48,L,1-3jt,3
3265,52,P,5-10jt,3
3266,34,L,5-10jt,2
3267,41,L,3-5jt,5
3268,49,P,3-5jt,1
3269,36,L,1-3jt,5
3270,50,L,5-10jt,6
3271,58,P,1-3jt,3
3272,58,P,1-3jt,5
3273,20,L,3-5jt,6
3274,30,P,5-10jt,1
3275,40,P,1-3jt,3
3276,44,L,3-5jt,6
3277,53,L,5-10jt,1
3278,46,L,5-10jt,1
3279,30,L,5-10jt,0
3280,22,L,5-10jt,5
3281,37,L,3-5jt,3
3282,20,P,5-10jt,4
3283,19,P,1-3jt,2
3284,40,L,5-10jt,2
3285,25,P,1-3jt,5
3286,25,P,5-10jt,5
3287,39,P,5-10jt,2
3288,17,L,5-10jt,6
3289,44,L,3-5jt,1
3290,40,P,3-5jt,4
3291,31,L,5-10jt,3
3292,38,P,5-10jt,0
3293,51,L,1-3jt,4
3294,35,L,3-5jt,5
3295,29,P,1-3jt,1
3296,60,P,1-3jt,6
3297,34,P,1-3jt,3
3298,49,L,5-10jt,4
3299,19,L,3-5jt,3
3300,49,L,1-3jt,4
3301,24,P,5-10jt,3
3302,25,P,3-5jt,5
3303,23,P,3-5jt,1
3304,59,L,1-3jt,5
3305,19,L,5-10jt,1
3306,45,L,3-5jt,5
3307,54,L,3-5jt,3
3308,36,L,3-5jt,0
3309,32,L,1-3jt,4
3310,21,P,3-5jt,4
3311,38,P,5-10jt,4
3312,22,L,1-3jt,2
3313,55,P,1-3jt,2
3314,26,L,3-5jt,5
3315,44,L,3-5jt,4
3316,30,L,1-3jt,5
3317,50,L,5-10jt,6
3318,43,L,1-3jt,4
3319,49,L,5-10jt,1
3320,59,L,1-3jt,2
3321,45,P,1-3jt,3
3322,58,L,5-10jt,6
3323,49,P,5-10jt,0
3324,31,P,5-10jt,5
3325,22,L,5-10jt,3
3326,27,P,3-5jt,3
3327,24,P,3-5jt,5
3328,60,P,5-10jt,5
3329,45,L,1-3jt,0
3330,25,P,3-5jt,2
3331,60,P,1-3jt,6
3332,19,L,3-5jt,4
3333,37,P,5-10jt,5
3334,34,L,1-3jt,4
3335,58,L,3-5jt,0
3336,36,P,3-5jt,5
3337,17,P,3-5jt,3
3338,55,P,3-5jt,4
3339,30,L,5-10jt,0
3340,35,L,5-10jt,4
3341,19,P,1-3jt,2
3342,52,P,3-5jt,3
3343,41,P,3-5jt,0
3344,28,P,3-5jt,0
3345,29,P,3-5jt,6
3346,55,P,5-10jt,3
3347,40,P,1-3jt,6
3348,19,L,1-3jt,4
3349,40,P,3-5jt,6
3350,54,P,5-10jt,4
3351,38,L,1-3jt,0
3352,59,P,1-3jt,2
3353,45,P,5-10jt,1
3354,56,P,5-10jt,1
3355,23,L,3-5jt,3
3356,57,P,1-3jt,2
3357,49,L,1-3jt,0
3358,41,P,5-10jt,5
3359,31,P,1-3jt,3
3360,43,L,3-5jt,3
3361,27,P,1-3jt,2
3362,22,P,1-3jt,4
3363,25,L,5-10jt,0
3364,20,L,3-5jt,5
3365,30,P,5-10jt,4
3366,27,P,3-5jt,1
3367,52,L,3-5jt,0
3368,50,P,1-3jt,4
3369,17,P,1-3jt,3
3370,48,P,1-3jt,6
3371,52,L,1-3jt,5
3372,48,L,3-5jt,5
3373,39,L,3-5jt,0
3374,28,P,3-5jt,5
3375,17,L,5-10jt,4
3376,37,L,5-10jt,0
3377,20,P,3-5jt,0
3378,33,P,5-10jt,3
3379,45,P,3-5jt,0
3380,44,P,5-10jt,5
3381,52,P,3-5jt,6
3382,44,P,5-10jt,2
3383,53,L,1-3jt,6
3384,26,L,5-10jt,5
3385,38,L,3-5jt,2
3386,50,P,1-3jt,5
3387,30,P,1-3jt,2
3388,43,L,1-3jt,4
3389,23,L,3-5jt,6
3390,29,P,5-10jt,2
3391,55,L,1-3jt,5
3392,43,L,3-5jt,0
3393,21,L,3-5jt,5
3394,37,L,5-10jt,5
3395,52,L,5-10jt,6
3396,27,L,1-3jt,4
3397,56,L,1-3jt,5
3398,40,L,5-10jt,6
3399,36,P,5-10jt,0
3400,27,P,3-5jt,4
3401,47,P,1-3jt,0
3402,34,P,5-10jt,1
3403,25,L,1-3jt,3
3404,24,P,3-5jt,2
3405,29,L,5-10jt,2
3406,38,L,5-10jt,4
3407,50,P,5-10jt,4
3408,23,P,5-10jt,1
3409,36,L,3-5jt,1
3410,48,L,1-3jt,2
3411,35,P,5-10jt,4
3412,26,P,5-10jt,4
3413,51,L,3-5jt,5
3414,32,L,5-10jt,5
3415,37,L,3-5jt,2
3416,41,L,3-5jt,4
3417,47,L,1-3jt,0
3418,37,P,5-10jt,1
3419,25,L,3-5jt,3
3420,33,L,1-3jt,5
3421,39,L,3-5jt,1
3422,54,L,3-5jt,5
3423,27,L,5-10jt,0
3424,30,L,5-10jt,2
3425,21,L,1-3jt,5
3426,30,P,5-10jt,5
3427,45,L,3-5jt,2
3428,55,L,5-10jt,0
3429,36,L,1-3jt,3
3430,58,L,1-3jt,5
3431,35,P,3-5jt,5
3432,32,L,3-5jt,2
3433,20,P,1-3jt,5
3434,49,P,3-5jt,1
3435,25,P,3-5jt,4
3436,17,P,1-3jt,2
3437,32,P,5-10jt,3
3438,28,P,1-3jt,5
3439,44,L,5-10jt,4
3440,30,P,5-10jt,0
3441,59,L,5-10jt,6
3442,36,L,3-5jt,1
3443,17,P,3-5jt,2
3444,22,P,1-3jt,1
3445,52,L,3-5jt,5
3446,45,L,3-5jt,5
3447,45,P,3-5jt,6
3448,39,P,3-5jt,5
3449,32,L,3-5jt,4
3450,29,L,1-3jt,5
3451,33,P,5-10jt,2
3452,47,P,1-3jt,0
3453,28,L,1-3jt,5
